	molregno	assay_chembl_id	description	assay_organism	assay_tissue	assay_cell_type	standard_relation	published_value	published_units	standard_value	standard_units	standard_type	activity_comment	published_type	data_validity_comment	published_relation	pchembl_value	standard_inchi	canonical_smiles
5610	1783633	CHEMBL3366645	Inhibition of human ERG by electrophysiology assay	Homo sapiens			=	4.8	uM	4800	nM	IC50		IC50		=	5.32	InChI=1S/C24H25ClN4O3/c1-32-17-13-21-20(26-14-17)4-5-22(30)29(21)11-10-28-8-6-15(7-9-28)23-18-12-16(25)2-3-19(18)27-24(23)31/h2-5,12-15,23H,6-11H2,1H3,(H,27,31)	COc1cnc2C=CC(=O)N(CCN3CCC(CC3)C4C(=O)Nc5ccc(Cl)cc45)c2c1
3020	1262526	CHEMBL1918925	Inhibition of human cloned ERG channel expressed in chinese hamster CHO cells after 5 mins by patch clamp assay	Homo sapiens		CHO	=	2.6	uM	2600	nM	IC50		IC50		=	5.59	InChI=1S/C35H38N2O3.ClH/c38-31(27-40-34-19-11-10-18-32(34)33(39)21-20-28-12-4-1-5-13-28)26-36-22-24-37(25-23-36)35(29-14-6-2-7-15-29)30-16-8-3-9-17-30;/h1-19,31,35,38H,20-27H2;1H	Cl.OC(COc1ccccc1C(=O)CCc2ccccc2)CN3CCN(CC3)C(c4ccccc4)c5ccccc5
888	491045	CHEMBL988836	Displacement of [3H]dofetilide from human ERG in HEK293 cells	Homo sapiens		HEK293	=	710	nM	710	nM	IC50		IC50		=	6.15	InChI=1S/C24H36N6O2/c1-26-22(31)20-21(27-15-17-4-10-24(11-5-17)8-3-9-24)28-19(14-25)29-23(20)32-16-18-6-12-30(2)13-7-18/h17-18H,3-13,15-16H2,1-2H3,(H,26,31)(H,27,28,29)	CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCC4CCN(C)CC4)C#N
2746	620572	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	178	nM	178	nM	IC50		IC50		=	6.75	InChI=1S/C24H30BrN3O/c25-20-10-12-22(13-11-20)28(24(29)26-18-19-6-2-1-3-7-19)23-14-16-27(17-15-23)21-8-4-5-9-21/h1-3,6-7,10-13,21,23H,4-5,8-9,14-18H2,(H,26,29)	Brc1ccc(cc1)N(C2CCN(CC2)C3CCCC3)C(=O)NCc4ccccc4
2537	1170499	CHEMBL1820828	Inhibition of human ERG	Homo sapiens			=	14	uM	14000	nM	IC50		IC50		=	4.85	InChI=1S/C33H51N5O3/c1-33(2,3)23-41-32(40)35-22-26-12-10-25(11-13-26)21-34-31(39)28-20-30(36-29-9-7-6-8-27(28)29)38-18-15-24(16-19-38)14-17-37(4)5/h6-9,20,24-26H,10-19,21-23H2,1-5H3,(H,34,39)(H,35,40)/t25-,26-	CN(C)CCC1CCN(CC1)c2cc(C(=O)NC[C@@H]3CC[C@@H](CNC(=O)OCC(C)(C)C)CC3)c4ccccc4n2
5576	1787003	CHEMBL3372714	Inhibition of human ERG	Homo sapiens			>	1000	nM	1000	nM	IC50		IC50		>		InChI=1S/C23H23N3O6/c1-2-3-4-5-15-6-8-16(9-7-15)18-12-13-32-21(18)23(29)25-24-22(28)17-10-11-20(27)19(14-17)26(30)31/h6-14,27H,2-5H2,1H3,(H,24,28)(H,25,29)	CCCCCc1ccc(cc1)c2ccoc2C(=O)NNC(=O)c3ccc(O)c(c3)[N+](=O)[O-]
2655	489946	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	6000	nM	6000	nM	IC50		IC50		=	5.22	InChI=1S/C22H24FN3O2/c1-16-24-21-15-17(23)5-10-20(21)22(27)26(16)18-6-8-19(9-7-18)28-14-4-13-25-11-2-3-12-25/h5-10,15H,2-4,11-14H2,1H3	CC1=Nc2cc(F)ccc2C(=O)N1c3ccc(OCCCN4CCCC4)cc3
2695	570829	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	8181.818182	nM	8181.82	nM	IC50		IC50		=	5.09	InChI=1S/C22H27N5S/c1-16-5-6-17(14-23-16)19-13-21-20(15-24-19)25-22(28-21)27-11-7-18(8-12-27)26-9-3-2-4-10-26/h5-6,13-15,18H,2-4,7-12H2,1H3	Cc1ccc(cn1)c2cc3sc(nc3cn2)N4CCC(CC4)N5CCCCC5
1067	452863	CHEMBL962309	Displacement of [3H]dofetilide from human ERG channel	Homo sapiens			=	3020	nM	3020	nM	IC50		IC50		=	5.52	InChI=1S/C16H19NOS/c1-17(2)12-13-6-4-5-7-16(13)18-14-8-10-15(19-3)11-9-14/h4-11H,12H2,1-3H3	CSc1ccc(Oc2ccccc2CN(C)C)cc1
497	424649	CHEMBL930660	Inhibition of human ERG	Homo sapiens			=	8	uM	8000	nM	IC50		IC50		=	5.10	InChI=1S/C26H27N5O3/c1-16-13-19(10-12-22(16)34-20-11-9-17(2)27-14-20)30-25-24-21(28-15-29-25)7-6-8-23(24)33-18(3)26(32)31(4)5/h6-15,18H,1-5H3,(H,28,29,30)/t18-/m1/s1	C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)N(C)C
4740	1573605	CHEMBL2411100	Binding affinity to human ERG expressed in CHO cells by IonWorks assay	Homo sapiens		CHO						IC50	Not Determined	IC50				InChI=1S/C20H19N9O/c1-12-4-5-15(6-16(12)24-13(2)30)25-17-7-19(26-18-10-28(3)11-22-18)29-20(27-17)14(8-21)9-23-29/h4-7,9-11,26H,1-3H3,(H,24,30)(H,25,27)	CC(=O)Nc1cc(Nc2cc(Nc3cn(C)cn3)n4ncc(C#N)c4n2)ccc1C
2041	711438	CHEMBL1274536	Inhibition of human ERG expressed in HEK cells by patch clamp technique	Homo sapiens			>	30	uM	30000	nM	IC50		IC50		>		InChI=1S/C15H18N4O2/c16-15-18-13-10(2-1-3-12(13)21-15)14(20)17-11-8-19-6-4-9(11)5-7-19/h1-3,9,11H,4-8H2,(H2,16,18)(H,17,20)/t11-/m1/s1	Nc1oc2cccc(C(=O)N[C@@H]3CN4CCC3CC4)c2n1
2522	1168079	CHEMBL1816132	Inhibition of human Erg expressed in human HEK293 cells by patch-clamp electrophysiological assay	Homo sapiens		HEK293	=	2.6	uM	2600	nM	IC50		IC50		=	5.59	InChI=1S/C24H25F3N6O3/c1-15-20(30-16(2)34)4-3-5-21(15)31-22-28-14-29-23(32-22)33-12-10-18(11-13-33)35-17-6-8-19(9-7-17)36-24(25,26)27/h3-9,14,18H,10-13H2,1-2H3,(H,30,34)(H,28,29,31,32)	CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)Oc4ccc(OC(F)(F)F)cc4)c1C
2005	706943	CHEMBL1259359	Inhibition of human ERG	Homo sapiens			=	0.62	nM	0.62	nM	IC50		IC50		=	9.21	InChI=1S/C22H26N2O2/c1-15-5-2-3-6-17(15)14-24-18-9-10-19(24)13-21(12-18)26-20-8-4-7-16(11-20)22(23)25/h2-8,11,18-19,21H,9-10,12-14H2,1H3,(H2,23,25)/t18-,19+,21-	Cc1ccccc1CN2[C@@H]3CC[C@H]2C[C@@H](C3)Oc4cccc(c4)C(=O)N
603	489481	CHEMBL986351	Displacement of [35S]N-[(4R)-1'-[(2R)-6-cyano-1,2,3,4-tetrahydro-2-naphthalenyl]-3,4-dihydro-4-hydroxyspiro[2H-1-benzopyran-2,4'-piperidin]-6-yl]methanesulfonamide from human ERG in HEK293 cells	Homo sapiens		HEK293						IC50	Not Determined	IC50				InChI=1S/C24H29N3O2/c1-17-9-10-18(2)26(17)15-6-16-29-21-13-11-20(12-14-21)27-19(3)25-23-8-5-4-7-22(23)24(27)28/h4-5,7-8,11-14,17-18H,6,9-10,15-16H2,1-3H3/t17-,18-/m1/s1	C[C@@H]1CC[C@@H](C)N1CCCOc2ccc(cc2)N3C(=Nc4ccccc4C3=O)C
3361	1335319	CHEMBL2021111	Inhibition of human ERG expressed in HEK293 cells by voltage clamp electrophysiology assay	Homo sapiens		HEK293	=	5.6	uM	5600	nM	IC50		IC50		=	5.25	InChI=1S/C26H27ClN4O2/c1-17-22-16-21(29-24(32)11-4-18-2-7-20(27)8-3-18)9-10-23(22)30-25(28-17)31-14-12-26(33,13-15-31)19-5-6-19/h2-4,7-11,16,19,33H,5-6,12-15H2,1H3,(H,29,32)/b11-4+	Cc1nc(nc2ccc(NC(=O)\C=C\c3ccc(Cl)cc3)cc12)N4CCC(O)(CC4)C5CC5
4575	1523274	CHEMBL2342727	Inhibition of human ERG	Homo sapiens			=	26	uM	26000	nM	IC50		IC50		=	4.59	InChI=1S/C23H28F4N2O/c1-16(2)21-13-18(23(25,26)27)12-20(28-21)14-30-15-22(8-10-29(3)11-9-22)17-4-6-19(24)7-5-17/h4-7,12-13,16H,8-11,14-15H2,1-3H3	CC(C)c1cc(cc(COCC2(CCN(C)CC2)c3ccc(F)cc3)n1)C(F)(F)F
1371	560906	CHEMBL1056550	Inhibition of human ERG channel expressed in HEK293 cells by voltage clamp assay	Homo sapiens		HEK293	=	3501	nM	3501	nM	IC50		IC50		=	5.46	InChI=1S/C28H26N2O2/c31-27(30-18-22-5-1-2-6-23(22)19-30)21-11-9-20(10-12-21)25-17-28(13-15-29-16-14-28)32-26-8-4-3-7-24(25)26/h1-12,17,29H,13-16,18-19H2	O=C(N1Cc2ccccc2C1)c3ccc(cc3)C4=CC5(CCNCC5)Oc6ccccc46
2578	1171473	CHEMBL1819700	Inhibition of human ERG by automated Q-patch assay	Homo sapiens			>	30000	nM	30000	nM	IC50		IC50		>		InChI=1S/C23H28N4O2/c1-23(2,3)21-18(19-5-4-13-25-22(19)26-21)12-14-24-15-17-8-6-16(7-9-17)10-11-20(28)27-29/h4-11,13,24,29H,12,14-15H2,1-3H3,(H,25,26)(H,27,28)/b11-10+	CC(C)(C)c1[nH]c2ncccc2c1CCNCc3ccc(\C=C\C(=O)NO)cc3
3838	1425886	CHEMBL2160806	Binding affinity to human ERG	Homo sapiens			>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C32H27Cl2N3O3/c1-19-3-4-24-14-25(10-9-23(24)13-19)30-18-29(26-15-27(33)17-28(34)16-26)36-37(30)20(2)21-5-7-22(8-6-21)32(40)35-12-11-31(38)39/h3-10,13-18,20H,11-12H2,1-2H3,(H,35,40)(H,38,39)/t20-/m0/s1	C[C@@H](c1ccc(cc1)C(=O)NCCC(=O)O)n2nc(cc2c3ccc4cc(C)ccc4c3)c5cc(Cl)cc(Cl)c5
2638	453091	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	4300	nM	4300	nM	IC50		IC50		=	5.37	InChI=1S/C25H29N3O3/c1-27-24(26-23-16-21(30-2)10-11-22(23)25(27)29)17-6-8-19(9-7-17)31-20-12-14-28(15-13-20)18-4-3-5-18/h6-11,16,18,20H,3-5,12-15H2,1-2H3	COc1ccc2C(=O)N(C)C(=Nc2c1)c3ccc(OC4CCN(CC4)C5CCC5)cc3
307	375215	CHEMBL914755	Displacement of [3H]dofetilide from hERG expressed in HEK293 cells	Homo sapiens		HEK293	>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C29H26N4O2S/c1-32-11-12-33(27(34)18-32)17-20-9-10-25-21(14-20)16-26-28(30-31-29(25)26)22-15-24(36-19-22)8-5-13-35-23-6-3-2-4-7-23/h2-4,6-7,9-10,14-15,19H,11-13,16-18H2,1H3,(H,30,31)	CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCOc6ccccc6)c2)C(=O)C1
1171	499593	CHEMBL1011901	Inhibition of human ERG by MK-0499 binding assay	Homo sapiens			=	1	uM	1000	nM	IC50		IC50		=	6.00	InChI=1S/C24H21F6N5O3S/c25-23(26,27)16-3-1-14(2-4-16)19-12-20(19)22(36)34-5-7-35(8-6-34)39(37,38)18-10-15(21-31-13-32-33-21)9-17(11-18)24(28,29)30/h1-4,9-11,13,19-20H,5-8,12H2,(H,31,32,33)/t19-,20+/m0/s1	FC(F)(F)c1ccc(cc1)[C@@H]2C[C@H]2C(=O)N3CCN(CC3)S(=O)(=O)c4cc(cc(c4)C(F)(F)F)c5nnc[nH]5
2871	1176336	CHEMBL1831617	Displacement of [3H]astemizole from human ERG expressed in HEK293 cells after 1 hr	Homo sapiens		HEK293						IC50	Not Determined	IC50				InChI=1S/C26H27F3N4O2/c27-26(28,29)20-8-4-5-18(13-20)24(35)31-14-23(34)32-21-15-33(16-21)22-9-11-25(17-30,12-10-22)19-6-2-1-3-7-19/h1-8,13,21-22H,9-12,14-16H2,(H,31,35)(H,32,34)/t22-,25-	FC(F)(F)c1cccc(c1)C(=O)NCC(=O)NC2CN(C2)[C@@H]3CC[C@@](CC3)(C#N)c4ccccc4
5514	1819075	CHEMBL3378486	Displacement of [3H]Astemizole from human ERG channel	Homo sapiens			>	1000	uM	1000000	nM	IC50		IC50	Outside typical range	>		InChI=1S/C18H19F2N3O2/c1-18(2,8-24)21-17(25)15-12-6-9-5-11(9)16(12)23(22-15)14-4-3-10(19)7-13(14)20/h3-4,7,9,11,24H,5-6,8H2,1-2H3,(H,21,25)/t9-,11-/m1/s1	CC(C)(CO)NC(=O)c1nn(c2[C@@H]3C[C@@H]3Cc12)c4ccc(F)cc4F
5378	1757252	CHEMBL3293610	Inhibition of human ERG expressed in HEK cells by voltage clamp assay	Homo sapiens			>	30	uM	30000	nM	IC50		IC50		>		InChI=1S/C23H23N5O3S/c24-17-5-3-15(19-2-1-11-32-19)12-18(17)27-21(29)16-4-6-20(25-13-16)28-9-7-23(8-10-28)14-26-22(30)31-23/h1-6,11-13H,7-10,14,24H2,(H,26,30)(H,27,29)	Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CC3)CNC(=O)O4)c5cccs5
2454	1166338	CHEMBL1810945	Inhibition of human ERG by automated patch clamp assay	Homo sapiens			>	30	uM	30000	nM	IC50		IC50		>		InChI=1S/C18H18N2O5S/c1-25-16-3-2-4-17(10-16)26(23,24)20-11-14-7-5-13(9-15(14)12-20)6-8-18(21)19-22/h2-10,22H,11-12H2,1H3,(H,19,21)/b8-6+	COc1cccc(c1)S(=O)(=O)N2Cc3ccc(\C=C\C(=O)NO)cc3C2
6393	1963672	CHEMBL3620197	Inhibition of human ERG expressed in CHO cells by patch clamp electrophysiology assay	Homo sapiens			=	1.4	uM	1400	nM	IC50		IC50		=	5.85	InChI=1S/C20H23F3N6S/c1-24-19-27-15-12-16(13-2-4-14(5-3-13)20(21,22)23)30-17(15)18(28-19)26-8-11-29-9-6-25-7-10-29/h2-5,12,25H,6-11H2,1H3,(H2,24,26,27,28)	CNc1nc(NCCN2CCNCC2)c3sc(cc3n1)c4ccc(cc4)C(F)(F)F
1229	555232	CHEMBL1063190	Inhibition of human ERG expressed in CHO cells by patch clamp assay	Homo sapiens		CHO	=	16	uM	16000	nM	IC50		IC50		=	4.80	InChI=1S/C29H39F3N4O2/c1-3-34(4-2)28(38)24-6-5-14-36(21-24)27(37)18-22-11-15-33(16-12-22)19-23-13-17-35(20-23)26-9-7-25(8-10-26)29(30,31)32/h7-10,13,17,20,22,24H,3-6,11-12,14-16,18-19,21H2,1-2H3	CCN(CC)C(=O)C1CCCN(C1)C(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2
1559	600427	CHEMBL1074124	Inhibition of human ERG by patch clamp study	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C21H25F3N4O2/c1-26-10-15-7-17(8-16(15)11-26)28(20(29)19-12-27(2)13-25-19)9-14-4-3-5-18(6-14)30-21(22,23)24/h3-6,12-13,15-17H,7-11H2,1-2H3/t15-,16+,17-	CN1C[C@H]2C[C@H](C[C@H]2C1)N(Cc3cccc(OC(F)(F)F)c3)C(=O)c4cn(C)cn4
6934	2085006	CHEMBL3803792	Inhibition of human ERG assessed as reduction in channel current by automated patch-clamp electrophysiology assay	Homo sapiens			=	48.38	uM	48380	nM	IC50		IC50		=	4.32	InChI=1S/C23H14F6N4O3S/c1-30-20(35)17-9-15(4-5-31-17)36-14-2-3-16-18(10-14)37-21(32-16)33-19(34)11-6-12(22(24,25)26)8-13(7-11)23(27,28)29/h2-10H,1H3,(H,30,35)(H,32,33,34)	CNC(=O)c1cc(Oc2ccc3nc(NC(=O)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)sc3c2)ccn1
6387	1961520	CHEMBL3615686	Inhibition of human ERG expressed in HEK293 cells by electrophysiology assay	Homo sapiens			=	14	uM	14000	nM	IC50		IC50		=	4.85	InChI=1S/C24H28N4O4/c1-15-18(4-5-19-20(15)14-32-24(19)31)22(29)12-27-7-9-28(10-8-27)13-23(30)21-6-3-17(11-25)16(2)26-21/h3-6,22-23,29-30H,7-10,12-14H2,1-2H3/t22-,23?/m0/s1	Cc1nc(ccc1C#N)C(O)CN2CCN(C[C@H](O)c3ccc4C(=O)OCc4c3C)CC2
966	449067	CHEMBL1033089	Inhibition of human ERG	Homo sapiens			=	1934	nM	1934	nM	IC50		IC50		=	5.71	InChI=1S/C19H28Cl2N2O/c1-19(2,3)6-9-23-7-4-14(5-8-23)13-22-18(24)15-10-16(20)12-17(21)11-15/h10-12,14H,4-9,13H2,1-3H3,(H,22,24)	CC(C)(C)CCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1
185	361269	CHEMBL909940	Displacement of [3H]dofetilide from hERG	Homo sapiens			=	6.7	nM	6.7	nM	IC50		IC50		=	8.17	InChI=1S/C23H22N2O5/c26-18-12-22(30-19-4-2-1-3-17(18)19)23(27)24-16-7-9-25(10-8-16)13-15-5-6-20-21(11-15)29-14-28-20/h1-6,11-12,16H,7-10,13-14H2,(H,24,27)	O=C(NC1CCN(Cc2ccc3OCOc3c2)CC1)C4=CC(=O)c5ccccc5O4
2869	1176303	CHEMBL1831617	Displacement of [3H]astemizole from human ERG expressed in HEK293 cells after 1 hr	Homo sapiens		HEK293	=	2.8	uM	2800	nM	IC50		IC50		=	5.55	InChI=1S/C26H28F3N3O4/c27-26(28,29)19-3-1-2-18(10-19)25(34)30-12-24(33)31-20-13-32(14-20)21-7-4-16(5-8-21)17-6-9-22-23(11-17)36-15-35-22/h1-3,6,9-11,16,20-21H,4-5,7-8,12-15H2,(H,30,34)(H,31,33)/t16-,21+	FC(F)(F)c1cccc(c1)C(=O)NCC(=O)NC2CN(C2)[C@@H]3CC[C@@H](CC3)c4ccc5OCOc5c4
1138	452955	CHEMBL1022593	Inhibition of human ERG by patch clamp assay	Homo sapiens			=	18	uM	18000	nM	IC50		IC50		=	4.75	InChI=1S/C20H24N6O/c1-13(2)26-14(3)22-12-18(26)17-10-11-21-20(24-17)23-16-8-6-15(7-9-16)19(27)25(4)5/h6-13H,1-5H3,(H,21,23,24)	CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)N(C)C)n2
1752	622380	CHEMBL1108890	Inhibition of human ERG	Homo sapiens			=	15190	nM	15190	nM	IC50		IC50		=	4.82	InChI=1S/C23H25N3O2/c27-23(20-8-4-10-24-17-20,21-9-5-11-25-18-21)22(26-12-14-28-15-13-26)16-19-6-2-1-3-7-19/h1-11,17-18,22,27H,12-16H2	OC(C(Cc1ccccc1)N2CCOCC2)(c3cccnc3)c4cccnc4
5074	1619574	CHEMBL3124427	Binding affinity to full length human ERG expressed in CHO cells after 6 to 7 mins by IonWorks assay	Homo sapiens			=	8.5	uM	8500	nM	IC50		IC50		=	5.07	InChI=1S/C18H23N5S/c1-19-18-21-14-12-15(13-8-5-4-6-9-13)24-16(14)17(22-18)20-10-7-11-23(2)3/h4-6,8-9,12H,7,10-11H2,1-3H3,(H2,19,20,21,22)	CNc1nc(NCCCN(C)C)c2sc(cc2n1)c3ccccc3
6549	2036640	CHEMBL3705667	BindingDB_Patents: Inhibition Assay. The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel.The membrane potential was held at -80 mV and repetitively (every 15 seconds) depolarized to +20 mV for 4800 milliseconds after the pulse to -50 mV for 20 milliseconds served to define the baseline, followed by repolarizing step to -50 mV for 5000 milliseconds to evaluate of the tail current amplitude. Experiments were conducted at room temperature.	Homo sapiens			>	10000	nM	10000	nM	IC50		IC50		>		InChI=1S/C22H20N4O3/c23-10-17-15(3-1-8-25-17)14-4-5-18-16(9-14)22(13-28-19(24)26-22)20(11-27-12-20)21(29-18)6-2-7-21/h1,3-5,8-9H,2,6-7,11-13H2,(H2,24,26)	NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cccnc6C#N
1251	562337	CHEMBL1061548	Inhibition of [35S]MK499 binding to human ERG transfected in HEK293 cells by microscintillation counting	Homo sapiens		HEK293	=	11	nM	11	nM	IC50		IC50		=	7.96	InChI=1S/C23H29NO2S/c1-2-21-23(26-20-8-3-4-9-22(20)27-21)18-10-12-19(13-11-18)25-17-7-16-24-14-5-6-15-24/h3-4,8-13,21,23H,2,5-7,14-17H2,1H3/t21-,23+/m0/s1	CC[C@@H]1Sc2ccccc2O[C@@H]1c3ccc(OCCCN4CCCC4)cc3
2536	1170496	CHEMBL1820828	Inhibition of human ERG	Homo sapiens			>	33	uM	33000	nM	IC50		IC50		>		InChI=1S/C33H49N5O4/c1-33(2,3)42-32(41)35-20-25-10-8-24(9-11-25)19-34-31(40)28-18-30(36-29-7-5-4-6-27(28)29)38-16-13-23(14-17-38)12-15-37-21-26(39)22-37/h4-7,18,23-26,39H,8-17,19-22H2,1-3H3,(H,34,40)(H,35,41)/t24-,25-	CC(C)(C)OC(=O)NC[C@@H]1CC[C@@H](CNC(=O)c2cc(nc3ccccc23)N4CCC(CCN5CC(O)C5)CC4)CC1
813	521788	CHEMBL993708	Displacement of [3H]astemizole from human ERG expressed in HEK293 cells	Homo sapiens		HEK293	=	7.3	uM	7300	nM	IC50		IC50		=	5.14	InChI=1S/C26H31N3O3/c1-31-25-20-22(12-13-24(25)32-19-18-28-15-5-6-16-28)29-17-14-27-23(26(29)30)11-7-10-21-8-3-2-4-9-21/h2-4,8-9,12-14,17,20H,5-7,10-11,15-16,18-19H2,1H3	COc1cc(ccc1OCCN2CCCC2)N3C=CN=C(CCCc4ccccc4)C3=O
3898	1427632	CHEMBL2168044	Inhibition of human recombinant hERG expressed in CHO cells by automated patch clamp assay	Homo sapiens		CHO	=	0.3	uM	300	nM	IC50		IC50		=	6.52	InChI=1S/C23H31Cl2N5O3S/c1-15-12-19(24)27-21(25)20(15)22(31)26-8-4-16(2)29-9-5-18(6-10-29)30(23(32)28-33-3)13-17-7-11-34-14-17/h7,11-12,14,16,18H,4-6,8-10,13H2,1-3H3,(H,26,31)(H,28,32)/t16-/m1/s1	CONC(=O)N(Cc1ccsc1)C2CCN(CC2)[C@H](C)CCNC(=O)c3c(C)cc(Cl)nc3Cl
4155	1443869	CHEMBL2216324	Displacement of [3H]-astemizole from human ERG expressed in HEK293 cells after 1 hr by scintillation counting analysis	Homo sapiens		HEK293	>	50	uM	50000	nM	IC50		IC50		>		InChI=1S/C21H24F3N5O3S/c22-21(23,24)14-3-1-2-13(8-14)18(31)25-9-17(30)27-15-10-29(11-15)16-4-6-20(32,7-5-16)19-28-26-12-33-19/h1-3,8,12,15-16,32H,4-7,9-11H2,(H,25,31)(H,27,30)/t16-,20-	O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4nncs4
6084	1948399	CHEMBL3583383	Inhibition of MK499 binding to human ERG	Homo sapiens			=	25.8	uM	25800	nM	IC50		IC50		=	4.59	InChI=1S/C26H22FN9O2/c1-35-13-14(10-30-35)26(24-34-36(2)25(37)38-24)22-17(16-5-3-4-6-18(16)31-22)9-20(33-26)23-29-12-21(32-23)19-8-7-15(27)11-28-19/h3-8,10-13,20,31,33H,9H2,1-2H3,(H,29,32)/t20-,26-/m1/s1	CN1N=C(OC1=O)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7cnn(C)c7
1082	453137	CHEMBL962309	Displacement of [3H]dofetilide from human ERG channel	Homo sapiens			=	234	nM	234	nM	IC50		IC50		=	6.63	InChI=1S/C16H17Cl2NO2/c1-19(2)10-11-4-5-12(20-3)9-16(11)21-13-6-7-14(17)15(18)8-13/h4-9H,10H2,1-3H3	COc1ccc(CN(C)C)c(Oc2ccc(Cl)c(Cl)c2)c1
4308	1511984	CHEMBL2319031	Inhibition of human ERG	Homo sapiens			>	33	uM	33000	nM	IC50		IC50		>		InChI=1S/C20H21N2OP/c1-2-16-22(18-10-9-15-21-17-18)24(23,19-11-5-3-6-12-19)20-13-7-4-8-14-20/h3-15,17H,2,16H2,1H3	CCCN(c1cccnc1)P(=O)(c2ccccc2)c3ccccc3
6596	2050844	CHEMBL3736641	Inhibition of human ERG by patch clamp technique	Homo sapiens			>	20	uM	20000	nM	IC50		IC50		>		InChI=1S/C29H22F4N4O3S/c30-22-7-9-23(10-8-22)37-26-15-20-11-13-36(41(39,40)24-5-3-4-21(14-24)29(31,32)33)18-28(20,16-19(26)17-35-37)27(38)25-6-1-2-12-34-25/h1-10,12,14-15,17H,11,13,16,18H2/t28-/m0/s1	Fc1ccc(cc1)n2ncc3C[C@@]4(CN(CCC4=Cc23)S(=O)(=O)c5cccc(c5)C(F)(F)F)C(=O)c6ccccn6
6490	2036585	CHEMBL3705667	BindingDB_Patents: Inhibition Assay. The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel.The membrane potential was held at -80 mV and repetitively (every 15 seconds) depolarized to +20 mV for 4800 milliseconds after the pulse to -50 mV for 20 milliseconds served to define the baseline, followed by repolarizing step to -50 mV for 5000 milliseconds to evaluate of the tail current amplitude. Experiments were conducted at room temperature.	Homo sapiens			>	10000	nM	10000	nM	IC50		IC50		>		InChI=1S/C19H20N4O3/c1-17(2)18(8-24-9-18)19(10-25-16(20)23-19)14-5-12(3-4-15(14)26-17)13-6-21-11-22-7-13/h3-7,11H,8-10H2,1-2H3,(H2,20,23)	CC1(C)Oc2ccc(cc2C3(COC(=N3)N)C14COC4)c5cncnc5
6055	1946273	CHEMBL3578413	Displacement of [3H]-astemizole from human ERG expressed in HEK293 cells after 60 mins by scintillation counting analysis	Homo sapiens			>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C21H30FN3O/c22-19-8-10-23(11-9-19)16-17-4-6-18(7-5-17)21(26)25-14-12-24(13-15-25)20-2-1-3-20/h4-7,19-20H,1-3,8-16H2	FC1CCN(Cc2ccc(cc2)C(=O)N3CCN(CC3)C4CCC4)CC1
3816	1420521	CHEMBL2150640	Inhibition of recombinant human ERG channel IKr expressed in CHO cells by patch clamp assay	Homo sapiens		CHO	>	30	uM	30000	nM	IC50		IC50		>		InChI=1S/C22H17ClN6/c1-14-10-15(12-24)5-6-17(14)16-7-9-26-20(11-16)27-13-19-21(23)22(29-28-19)18-4-2-3-8-25-18/h2-11H,13H2,1H3,(H,26,27)(H,28,29)	Cc1cc(ccc1c2ccnc(NCc3n[nH]c(c3Cl)c4ccccn4)c2)C#N
